trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2672,False,"{'a': 1.0, 'e': 0.06902152328662717}",30,0,-1.632488108488256,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
2673,False,"{'a': 1.0, 'e': 0.06895250176334053}",20,2,-14.224219980065154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2674,False,"{'a': 1.0, 'e': 0.06888354926157719}",20,3,6.556965029167898,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
2675,False,"{'a': 1.0, 'e': 0.06881466571231562}",25,0,37.7151849657918,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2676,False,"{'a': 1.0, 'e': 0.0687458510466033}",25,20,5.37894998711938,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 1.0, 'e': 0.0686771051955567}",20,0,13.090139123398393,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2678,False,"{'a': 1.0, 'e': 0.06860842809036113}",25,11,18.45534221132617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2679,False,"{'a': 1.0, 'e': 0.06853981966227078}",25,6,30.398890582646352,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 1.0, 'e': 0.0684712798426085}",25,3,19.65695856643582,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2681,False,"{'a': 1.0, 'e': 0.0684028085627659}",20,12,12.830312755012452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 1.0, 'e': 0.06833440575420313}",25,3,28.498513275119763,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2683,False,"{'a': 1.0, 'e': 0.06826607134844893}",30,6,-53.534572456452196,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
2684,False,"{'a': 1.0, 'e': 0.06819780527710048}",20,0,8.73958139137087,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
2685,False,"{'a': 1.0, 'e': 0.06812960747182338}",35,18,12.256367465142187,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2686,False,"{'a': 1.0, 'e': 0.06806147786435156}",25,0,-13.15771644757779,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2687,False,"{'a': 1.0, 'e': 0.0679934163864872}",20,10,19.146330493640892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 1.0, 'e': 0.06792542297010072}",30,21,-36.2710335806532,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
2689,False,"{'a': 1.0, 'e': 0.06785749754713062}",20,6,-61.71293469827482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
2690,False,"{'a': 1.0, 'e': 0.06778964004958349}",20,0,13.39570884124305,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2691,False,"{'a': 1.0, 'e': 0.0677218504095339}",20,0,24.45500359626843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2692,False,"{'a': 1.0, 'e': 0.06765412855912437}",30,3,41.557644879635234,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2693,False,"{'a': 1.0, 'e': 0.06758647443056524}",25,0,-16.21842108135765,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2694,False,"{'a': 1.0, 'e': 0.06751888795613468}",25,0,13.860615490876445,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2695,False,"{'a': 1.0, 'e': 0.06745136906817854}",20,3,26.37746862317013,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2696,False,"{'a': 1.0, 'e': 0.06738391769911037}",25,6,34.72560695839274,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 1.0, 'e': 0.06731653378141125}",25,0,28.208361545066087,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2698,False,"{'a': 1.0, 'e': 0.06724921724762985}",30,22,14.823054392052267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2699,False,"{'a': 1.0, 'e': 0.06718196803038222}",35,0,-104.08062139763115,"{0: 30, 1: 0, 2: 2, 3: 0, 4: 3}",0
2700,False,"{'a': 1.0, 'e': 0.06711478606235183}",20,0,21.797457577792553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 1.0, 'e': 0.06704767127628948}",25,0,23.544366409794176,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2702,False,"{'a': 1.0, 'e': 0.0669806236050132}",25,8,3.7439213954853345,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
2703,False,"{'a': 1.0, 'e': 0.06691364298140817}",20,0,-17.192891787885966,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
2704,False,"{'a': 1.0, 'e': 0.06684672933842677}",30,0,29.860573616793094,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
2705,False,"{'a': 1.0, 'e': 0.06677988260908835}",20,0,10.39737473119932,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2706,False,"{'a': 1.0, 'e': 0.06671310272647925}",25,17,11.883861492611233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 1.0, 'e': 0.06664638962375277}",30,12,24.540960414166392,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 1.0, 'e': 0.06657974323412902}",20,6,14.286926000887725,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2709,False,"{'a': 1.0, 'e': 0.0665131634908949}",20,0,5.853321738544375,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
2710,False,"{'a': 1.0, 'e': 0.066446650327404}",20,16,8.477340299449068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2711,False,"{'a': 1.0, 'e': 0.06638020367707659}",20,2,12.38901488355665,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2712,False,"{'a': 1.0, 'e': 0.06631382347339952}",20,9,22.089659557502358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2713,False,"{'a': 1.0, 'e': 0.06624750964992612}",30,16,23.407492334381054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2714,False,"{'a': 1.0, 'e': 0.0661812621402762}",25,3,30.28428191257724,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2715,False,"{'a': 1.0, 'e': 0.06611508087813592}",20,13,12.238133863102401,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2716,False,"{'a': 1.0, 'e': 0.06604896579725777}",20,10,13.355316746160174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2717,False,"{'a': 1.0, 'e': 0.06598291683146053}",25,9,11.45330264466675,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2718,False,"{'a': 1.0, 'e': 0.06591693391462906}",20,0,-28.937914037872737,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
2719,False,"{'a': 1.0, 'e': 0.06585101698071444}",30,0,-9.416184197604597,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
2720,False,"{'a': 1.0, 'e': 0.06578516596373372}",25,9,25.62488188506739,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2721,False,"{'a': 1.0, 'e': 0.06571938079776998}",30,15,19.823420209122315,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2722,False,"{'a': 1.0, 'e': 0.06565366141697221}",20,0,32.513079056734455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2723,False,"{'a': 1.0, 'e': 0.06558800775555525}",20,0,27.075538861500206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2724,False,"{'a': 1.0, 'e': 0.06552241974779968}",25,7,14.26890840158033,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2725,False,"{'a': 1.0, 'e': 0.06545689732805189}",25,2,24.156196910822086,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2726,False,"{'a': 1.0, 'e': 0.06539144043072384}",20,0,27.63485275438412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2727,False,"{'a': 1.0, 'e': 0.06532604899029311}",20,3,27.05608437964988,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 1.0, 'e': 0.06526072294130282}",20,0,-13.35870206950716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2729,False,"{'a': 1.0, 'e': 0.06519546221836152}",30,18,-43.60088237017161,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
2730,False,"{'a': 1.0, 'e': 0.06513026675614315}",30,6,-16.72387790719203,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
2731,False,"{'a': 1.0, 'e': 0.06506513648938701}",25,8,21.287149140063946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 1.0, 'e': 0.06500007135289762}",20,6,27.471843539463936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 1.0, 'e': 0.06493507128154473}",30,0,15.095028613598837,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
2734,False,"{'a': 1.0, 'e': 0.06487013621026318}",25,0,20.708540584964144,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2735,False,"{'a': 1.0, 'e': 0.06480526607405292}",20,8,-12.062832624443253,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
2736,False,"{'a': 1.0, 'e': 0.06474046080797886}",25,10,30.062654038410138,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 1.0, 'e': 0.06467572034717088}",20,3,-2.4392079044056216,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2738,False,"{'a': 1.0, 'e': 0.06461104462682371}",25,2,-11.190182489542636,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
2739,False,"{'a': 1.0, 'e': 0.06454643358219689}",20,0,-19.011576228573762,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2740,False,"{'a': 1.0, 'e': 0.06448188714861469}",25,0,-14.543526585312584,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
2741,False,"{'a': 1.0, 'e': 0.06441740526146608}",25,3,12.310506671443807,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
2742,False,"{'a': 1.0, 'e': 0.06435298785620461}",20,0,26.433940630076126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2743,False,"{'a': 1.0, 'e': 0.0642886348683484}",20,0,25.112245115916693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2744,False,"{'a': 1.0, 'e': 0.06422434623348006}",25,3,-6.283924422083977,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
2745,False,"{'a': 1.0, 'e': 0.06416012188724658}",30,4,30.56390055878475,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
2746,False,"{'a': 1.0, 'e': 0.06409596176535934}",25,6,-9.998347825171566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
2747,False,"{'a': 1.0, 'e': 0.06403186580359398}",20,7,19.828639300404486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2748,False,"{'a': 1.0, 'e': 0.06396783393779037}",35,16,-79.95948044667644,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 1}",1
2749,False,"{'a': 1.0, 'e': 0.06390386610385258}",20,3,24.465719877327956,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 1.0, 'e': 0.06383996223774874}",25,0,37.47805712794263,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2751,False,"{'a': 1.0, 'e': 0.063776122275511}",25,0,-8.84450507733257,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
2752,False,"{'a': 1.0, 'e': 0.06371234615323548}",30,0,32.911488982723526,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
2753,False,"{'a': 1.0, 'e': 0.06364863380708224}",20,5,8.55569590857642,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2754,False,"{'a': 1.0, 'e': 0.06358498517327515}",20,0,24.41411782001582,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2755,False,"{'a': 1.0, 'e': 0.06352140018810189}",35,11,35.22817356357797,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 1.0, 'e': 0.06345787878791379}",30,10,6.733299522214052,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
2757,False,"{'a': 1.0, 'e': 0.06339442090912586}",20,0,13.278125625950214,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2758,False,"{'a': 1.0, 'e': 0.06333102648821674}",20,8,19.097729377981768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2759,False,"{'a': 1.0, 'e': 0.06326769546172853}",20,0,26.28894429755151,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2760,False,"{'a': 1.0, 'e': 0.0632044277662668}",20,0,30.903081410158375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2761,False,"{'a': 1.0, 'e': 0.06314122333850053}",20,0,-24.070753180427822,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2762,False,"{'a': 1.0, 'e': 0.06307808211516203}",25,15,17.75452152145444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2763,False,"{'a': 1.0, 'e': 0.06301500403304687}",25,0,23.980095764587723,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
2764,False,"{'a': 1.0, 'e': 0.06295198902901382}",25,0,6.907832774075804,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
2765,False,"{'a': 1.0, 'e': 0.0628890370399848}",25,1,-46.93487226599903,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
2766,False,"{'a': 1.0, 'e': 0.06282614800294482}",30,3,-36.809724920329586,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 1}",1
2767,False,"{'a': 1.0, 'e': 0.06276332185494188}",35,6,-5.462700891027588,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 0}",1
2768,False,"{'a': 1.0, 'e': 0.06270055853308694}",20,3,-15.996652182070918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2769,False,"{'a': 1.0, 'e': 0.06263785797455385}",20,6,19.440964433660806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2770,False,"{'a': 1.0, 'e': 0.06257522011657929}",25,0,-24.559999188523488,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
2771,False,"{'a': 1.0, 'e': 0.06251264489646272}",35,0,19.993789271044857,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
2772,False,"{'a': 1.0, 'e': 0.06245013225156625}",25,0,29.226917721456722,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2773,False,"{'a': 1.0, 'e': 0.06238768211931468}",35,22,12.210323610727182,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2774,False,"{'a': 1.0, 'e': 0.062325294437195373}",25,9,-12.661288189346092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
2775,False,"{'a': 1.0, 'e': 0.062262969142758175}",20,0,-15.01709593312032,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2776,False,"{'a': 1.0, 'e': 0.062200706173615415}",20,7,-24.14357058309259,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2777,False,"{'a': 1.0, 'e': 0.062138505467441804}",25,11,-1.99959220691076,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2778,False,"{'a': 1.0, 'e': 0.06207636696197436}",35,8,-2.894587396112957,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 1}",1
2779,False,"{'a': 1.0, 'e': 0.062014290595012386}",25,0,35.56378302416176,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2780,False,"{'a': 1.0, 'e': 0.061952276304417374}",20,5,24.96687020875455,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2781,False,"{'a': 1.0, 'e': 0.06189032402811295}",25,0,-67.06782398095085,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
2782,False,"{'a': 1.0, 'e': 0.06182843370408484}",30,0,21.833171575903197,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
2783,False,"{'a': 1.0, 'e': 0.061766605270380755}",30,16,-43.17626160409325,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
2784,False,"{'a': 1.0, 'e': 0.061704838665110374}",25,0,29.4226540214613,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2785,False,"{'a': 1.0, 'e': 0.06164313382644527}",30,11,-28.2918289341235,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
2786,False,"{'a': 1.0, 'e': 0.06158149069261882}",25,10,24.741807217278456,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2787,False,"{'a': 1.0, 'e': 0.0615199092019262}",20,0,-26.373795726351553,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2788,False,"{'a': 1.0, 'e': 0.06145838929272428}",30,19,21.872057499324146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2789,False,"{'a': 1.0, 'e': 0.061396930903431554}",20,0,-12.778462755758973,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
2790,False,"{'a': 1.0, 'e': 0.06133553397252812}",35,20,7.414723980444855,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2791,False,"{'a': 1.0, 'e': 0.06127419843855559}",20,6,18.847262875478936,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2792,False,"{'a': 1.0, 'e': 0.06121292424011703}",30,16,22.35105935553578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2793,False,"{'a': 1.0, 'e': 0.06115171131587692}",25,2,11.99966215886591,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
2794,False,"{'a': 1.0, 'e': 0.06109055960456104}",20,0,28.204150848330876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2795,False,"{'a': 1.0, 'e': 0.06102946904495648}",20,0,19.9987668027521,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2796,False,"{'a': 1.0, 'e': 0.060968439575911526}",20,14,4.472743341515455,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2797,False,"{'a': 1.0, 'e': 0.060907471136335614}",20,0,-65.66091920737883,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
2798,False,"{'a': 1.0, 'e': 0.06084656366519928}",30,0,26.994319845743675,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
2799,False,"{'a': 1.0, 'e': 0.060785717101534076}",20,2,28.70663555229624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2800,False,"{'a': 1.0, 'e': 0.060724931384432544}",25,0,27.285185874475808,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2801,False,"{'a': 1.0, 'e': 0.06066420645304811}",20,0,1.5204379087825177,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
2802,False,"{'a': 1.0, 'e': 0.06060354224659506}",25,0,-21.95959504797903,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2803,False,"{'a': 1.0, 'e': 0.060542938704348466}",20,0,30.66597585773148,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2804,False,"{'a': 1.0, 'e': 0.06048239576564412}",20,0,20.029035027903618,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2805,False,"{'a': 1.0, 'e': 0.060421913369878476}",25,0,14.38558643775365,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2806,False,"{'a': 1.0, 'e': 0.0603614914565086}",25,7,18.6910723750403,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2807,False,"{'a': 1.0, 'e': 0.06030112996505209}",20,0,31.476699263368822,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2808,False,"{'a': 1.0, 'e': 0.06024082883508704}",30,8,-21.04466872651344,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
2809,False,"{'a': 1.0, 'e': 0.06018058800625195}",20,12,11.889062105143845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2810,False,"{'a': 1.0, 'e': 0.060120407418245696}",25,20,9.197963801343148,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2811,False,"{'a': 1.0, 'e': 0.06006028701082745}",25,18,5.303758379915725,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2812,False,"{'a': 1.0, 'e': 0.06000022672381662}",20,6,10.322006643980123,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2813,False,"{'a': 1.0, 'e': 0.059940226497092804}",30,20,-3.7200188260621045,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
2814,False,"{'a': 1.0, 'e': 0.05988028627059571}",20,0,6.957401084976166,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2815,False,"{'a': 1.0, 'e': 0.059820405984325115}",20,12,-1.97221410037124,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2816,False,"{'a': 1.0, 'e': 0.05976058557834079}",20,14,7.999130900981065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2817,False,"{'a': 1.0, 'e': 0.05970082499276245}",30,7,-18.437938367084776,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
2818,False,"{'a': 1.0, 'e': 0.05964112416776969}",25,16,17.132081155191724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2819,False,"{'a': 1.0, 'e': 0.05958148304360192}",25,16,15.503322648621618,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2820,False,"{'a': 1.0, 'e': 0.05952190156055832}",30,3,37.92146487227316,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2821,False,"{'a': 1.0, 'e': 0.05946237965899776}",20,0,11.93809055601004,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2822,False,"{'a': 1.0, 'e': 0.05940291727933876}",20,0,24.056372368689765,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2823,False,"{'a': 1.0, 'e': 0.059343514362059424}",25,0,24.971888650284974,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2824,False,"{'a': 1.0, 'e': 0.05928417084769736}",25,0,8.623637267550809,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
2825,False,"{'a': 1.0, 'e': 0.059224886676849664}",20,0,19.769312709005614,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2826,False,"{'a': 1.0, 'e': 0.05916566179017282}",25,9,12.693948373305336,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2827,False,"{'a': 1.0, 'e': 0.059106496128382646}",25,2,9.36363085111362,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
2828,False,"{'a': 1.0, 'e': 0.05904738963225426}",30,0,-7.231530370256561,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
2829,False,"{'a': 1.0, 'e': 0.058988342242622005}",20,0,29.255958150913884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2830,False,"{'a': 1.0, 'e': 0.058929353900379386}",20,0,-13.200775718634002,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2831,False,"{'a': 1.0, 'e': 0.058870424546479005}",25,0,12.600119780501368,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
2832,False,"{'a': 1.0, 'e': 0.05881155412193253}",20,0,22.192038452296558,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2833,False,"{'a': 1.0, 'e': 0.058752742567810594}",20,0,-20.509044388349352,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
2834,False,"{'a': 1.0, 'e': 0.05869398982524278}",35,16,28.32878081234745,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2835,False,"{'a': 1.0, 'e': 0.05863529583541754}",25,2,23.57727923102806,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2836,False,"{'a': 1.0, 'e': 0.058576660539582125}",20,0,17.635033077058978,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2837,False,"{'a': 1.0, 'e': 0.05851808387904254}",25,9,22.11363871188202,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2838,False,"{'a': 1.0, 'e': 0.058459565795163496}",25,0,-1.685439405569465,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
2839,False,"{'a': 1.0, 'e': 0.05840110622936833}",20,0,31.54616453297595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2840,False,"{'a': 1.0, 'e': 0.058342705123138966}",20,0,26.845077450111805,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2841,False,"{'a': 1.0, 'e': 0.05828436241801582}",20,0,14.73244032120191,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2842,False,"{'a': 1.0, 'e': 0.05822607805559781}",25,7,25.495458130921612,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2843,False,"{'a': 1.0, 'e': 0.05816785197754221}",25,0,19.58605326188087,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2844,False,"{'a': 1.0, 'e': 0.05810968412556467}",25,4,32.57470907385357,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2845,False,"{'a': 1.0, 'e': 0.0580515744414391}",30,6,25.02598600077107,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
2846,False,"{'a': 1.0, 'e': 0.05799352286699767}",20,0,26.24967990117415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2847,False,"{'a': 1.0, 'e': 0.05793552934413067}",25,0,13.542090752482654,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2848,False,"{'a': 1.0, 'e': 0.057877593814786535}",20,3,23.747522158104502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2849,False,"{'a': 1.0, 'e': 0.05781971622097175}",20,9,21.243757467461958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2850,False,"{'a': 1.0, 'e': 0.057761896504750776}",30,0,17.372849009706496,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
2851,False,"{'a': 1.0, 'e': 0.05770413460824603}",30,19,16.803649417965477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2852,False,"{'a': 1.0, 'e': 0.05764643047363778}",25,0,36.17181997004216,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2853,False,"{'a': 1.0, 'e': 0.05758878404316414}",25,10,-5.679404205482857,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
2854,False,"{'a': 1.0, 'e': 0.05753119525912098}",25,0,4.330701199770415,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
